Model,Accuracy,Precision,Sensitivity,Specificity,F1 Score,ROC,Log_Loss,mathew_corrcoef
Gradient Boosting,0.8507462686567164,0.8584070796460177,0.9603960396039604,0.5151515151515151,0.9065420560747663,0.7377737773777377,5.379649759569724,0.5635893017884227
